"ALLERGY.CODE_ALLERGY.777099795";"A";"Y";"";"Y";"";"777099795";"777000000";"FDB";"TMP13.2MS001010645";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099796";"A";"Y";"";"Y";"";"777099796";"777000000";"FDB";"TMP13.2MS001010649";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099797";"A";"Y";"";"Y";"";"777099797";"777000000";"FDB";"TMP13.2MS001010652";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099798";"A";"Y";"";"Y";"";"777099798";"777000000";"FDB";"TMP13.2MS001010654";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099799";"A";"Y";"";"Y";"";"777099799";"777000000";"FDB";"TMP13.2MS001010655";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099800";"A";"Y";"";"Y";"";"777099800";"777000000";"FDB";"TMP13.2MS001010657";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099801";"A";"Y";"";"Y";"";"777099801";"777000000";"FDB";"TMP13.2MS001010661";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099802";"A";"Y";"";"Y";"";"777099802";"777000000";"FDB";"TMP13.2MS001010964";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099803";"A";"Y";"";"Y";"";"777099803";"777000000";"FDB";"TMP13.2MS001010965";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099804";"A";"Y";"";"Y";"";"777099804";"777000000";"FDB";"TMP13.2MS001010976";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099805";"A";"Y";"";"Y";"";"777099805";"777000000";"FDB";"TMP13.2MS001010978";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099806";"A";"Y";"";"Y";"";"777099806";"777000000";"FDB";"TMP13.2MS001010979";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099807";"A";"Y";"";"Y";"";"777099807";"777000000";"FDB";"TMP13.2MS001010087";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099808";"A";"Y";"";"Y";"";"777099808";"777000000";"FDB";"TMP13.2MS001010088";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099809";"A";"Y";"";"Y";"";"777099809";"777000000";"FDB";"TMP13.2MS001010095";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099810";"A";"Y";"";"Y";"";"777099810";"777000000";"FDB";"TMP13.2MS001010096";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099811";"A";"Y";"";"Y";"";"777099811";"777000000";"FDB";"TMP13.2MS001010426";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099812";"A";"Y";"";"Y";"";"777099812";"777000000";"FDB";"TMP13.2MS001010430";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099813";"A";"Y";"";"Y";"";"777099813";"777000000";"FDB";"TMP13.2MS001010665";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099814";"A";"Y";"";"Y";"";"777099814";"777000000";"FDB";"TMP13.2MS001010667";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099815";"A";"Y";"";"Y";"";"777099815";"777000000";"FDB";"TMP13.2MS001010674";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099816";"A";"Y";"";"Y";"";"777099816";"777000000";"FDB";"TMP13.2MS001011003";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099817";"A";"Y";"";"Y";"";"777099817";"777000000";"FDB";"TMP13.2MS001011004";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099818";"A";"Y";"";"Y";"";"777099818";"777000000";"FDB";"TMP13.2MS001011007";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099819";"A";"Y";"";"Y";"";"777099819";"777000000";"FDB";"TMP13.2MS001011008";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099820";"A";"Y";"";"Y";"";"777099820";"777000000";"FDB";"TMP13.2MS001011014";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099821";"A";"Y";"";"Y";"";"777099821";"777000000";"FDB";"TMP13.2MS001010055";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099822";"A";"Y";"";"Y";"";"777099822";"777000000";"FDB";"TMP13.2MS001010056";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099823";"A";"Y";"";"Y";"";"777099823";"777000000";"FDB";"TMP13.2MS001010058";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099824";"A";"Y";"";"Y";"";"777099824";"777000000";"FDB";"TMP13.2MS001010060";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099825";"A";"Y";"";"Y";"";"777099825";"777000000";"FDB";"TMP13.2MS001010072";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099826";"A";"Y";"";"Y";"";"777099826";"777000000";"FDB";"TMP13.2MS001010077";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099827";"A";"Y";"";"Y";"";"777099827";"777000000";"FDB";"TMP13.2MS001010434";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099828";"A";"Y";"";"Y";"";"777099828";"777000000";"FDB";"TMP13.2MS001010444";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099829";"A";"Y";"";"Y";"";"777099829";"777000000";"FDB";"TMP13.2MS001010722";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099830";"A";"Y";"";"Y";"";"777099830";"777000000";"FDB";"TMP13.2MS001011118";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099831";"A";"Y";"";"Y";"";"777099831";"777000000";"FDB";"TMP13.2MS001011123";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099832";"A";"Y";"";"Y";"";"777099832";"777000000";"FDB";"TMP13.2MS001011131";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099833";"A";"Y";"";"Y";"";"777099833";"777000000";"FDB";"TMP13.2MS001010126";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099834";"A";"Y";"";"Y";"";"777099834";"777000000";"FDB";"TMP13.2MS001010131";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099835";"A";"Y";"";"Y";"";"777099835";"777000000";"FDB";"TMP13.2MS001010132";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099836";"A";"Y";"";"Y";"";"777099836";"777000000";"FDB";"TMP13.2MS001010488";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099837";"A";"Y";"";"Y";"";"777099837";"777000000";"FDB";"TMP13.2MS001010490";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099838";"A";"Y";"";"Y";"";"777099838";"777000000";"FDB";"TMP13.2MS001010493";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099839";"A";"Y";"";"Y";"";"777099839";"777000000";"FDB";"TMP13.2MS001010500";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099840";"A";"Y";"";"Y";"";"777099840";"777000000";"FDB";"TMP13.2MS001010503";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099841";"A";"Y";"";"Y";"";"777099841";"777000000";"FDB";"TMP13.2MS001010507";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099842";"A";"Y";"";"Y";"";"777099842";"777000000";"FDB";"TMP13.2MS001010510";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099843";"A";"Y";"";"Y";"";"777099843";"777000000";"FDB";"TMP13.2MS001010726";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099844";"A";"Y";"";"Y";"";"777099844";"777000000";"FDB";"TMP13.2MS001010738";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099845";"A";"Y";"";"Y";"";"777099845";"777000000";"FDB";"TMP13.2MS001010743";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099846";"A";"Y";"";"Y";"";"777099846";"777000000";"FDB";"TMP13.2MS001011022";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099847";"A";"Y";"";"Y";"";"777099847";"777000000";"FDB";"TMP13.2MS001011031";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099848";"A";"Y";"";"Y";"";"777099848";"777000000";"FDB";"TMP13.2MS001011038";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099849";"A";"Y";"";"Y";"";"777099849";"777000000";"FDB";"TMP13.2MS001010159";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099850";"A";"Y";"";"Y";"";"777099850";"777000000";"FDB";"TMP13.2MS001010169";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099851";"A";"Y";"";"Y";"";"777099851";"777000000";"FDB";"TMP13.2MS001010512";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099852";"A";"Y";"";"Y";"";"777099852";"777000000";"FDB";"TMP13.2MS001010520";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099853";"A";"Y";"";"Y";"";"777099853";"777000000";"FDB";"TMP13.2MS001010523";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099854";"A";"Y";"";"Y";"";"777099854";"777000000";"FDB";"TMP13.2MS001010531";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099855";"A";"Y";"";"Y";"";"777099855";"777000000";"FDB";"TMP13.2MS001010749";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099856";"A";"Y";"";"Y";"";"777099856";"777000000";"FDB";"TMP13.2MS001010752";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099857";"A";"Y";"";"Y";"";"777099857";"777000000";"FDB";"TMP13.2MS001010756";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099858";"A";"Y";"";"Y";"";"777099858";"777000000";"FDB";"TMP13.2MS001010757";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099859";"A";"Y";"";"Y";"";"777099859";"777000000";"FDB";"TMP13.2MS001010758";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099860";"A";"Y";"";"Y";"";"777099860";"777000000";"FDB";"TMP13.2MS001011089";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099861";"A";"Y";"";"Y";"";"777099861";"777000000";"FDB";"TMP13.2MS001010181";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099862";"A";"Y";"";"Y";"";"777099862";"777000000";"FDB";"TMP13.2MS001010182";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099863";"A";"Y";"";"Y";"";"777099863";"777000000";"FDB";"TMP13.2MS001010184";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099864";"A";"Y";"";"Y";"";"777099864";"777000000";"FDB";"TMP13.2MS001010556";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099865";"A";"Y";"";"Y";"";"777099865";"777000000";"FDB";"TMP13.2MS001010559";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099866";"A";"Y";"";"Y";"";"777099866";"777000000";"FDB";"TMP13.2MS001010560";"GB";"10"
"ALLERGY.CODE_ALLERGY.777099867";"A";"Y";"";"Y";"";"777099867";"777000000";"FDB";"TMP13.2MS001010563";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095826";"A";"Y";"";"Y";"";"777095826";"777000000";"FDB";"TMP13.2MS001005718";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095827";"A";"Y";"";"Y";"";"777095827";"777000000";"FDB";"TMP13.2MS001005719";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095828";"A";"Y";"";"Y";"";"777095828";"777000000";"FDB";"TMP13.2MS001005720";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095829";"A";"Y";"";"Y";"";"777095829";"777000000";"FDB";"TMP13.2MS001005721";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095830";"A";"Y";"";"Y";"";"777095830";"777000000";"FDB";"TMP13.2MS001005722";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095831";"A";"Y";"";"Y";"";"777095831";"777000000";"FDB";"TMP13.2MS001005927";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095832";"A";"Y";"";"Y";"";"777095832";"777000000";"FDB";"TMP13.2MS001005931";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095833";"A";"Y";"";"Y";"";"777095833";"777000000";"FDB";"TMP13.2MS001005939";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095834";"A";"Y";"";"Y";"";"777095834";"777000000";"FDB";"TMP13.2MS001005941";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095835";"A";"Y";"";"Y";"";"777095835";"777000000";"FDB";"TMP13.2MS001006166";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095836";"A";"Y";"";"Y";"";"777095836";"777000000";"FDB";"TMP13.2MS001006167";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095837";"A";"Y";"";"Y";"";"777095837";"777000000";"FDB";"TMP13.2MS001006169";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095838";"A";"Y";"";"Y";"";"777095838";"777000000";"FDB";"TMP13.2MS001005418";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095839";"A";"Y";"";"Y";"";"777095839";"777000000";"FDB";"TMP13.2MS001005425";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095840";"A";"Y";"";"Y";"";"777095840";"777000000";"FDB";"TMP13.2MS001005426";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095841";"A";"Y";"";"Y";"";"777095841";"777000000";"FDB";"TMP13.2MS001005431";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095842";"A";"Y";"";"Y";"";"777095842";"777000000";"FDB";"TMP13.2MS001005434";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095843";"A";"Y";"";"Y";"";"777095843";"777000000";"FDB";"TMP13.2MS001005730";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095844";"A";"Y";"";"Y";"";"777095844";"777000000";"FDB";"TMP13.2MS001005947";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095845";"A";"Y";"";"Y";"";"777095845";"777000000";"FDB";"TMP13.2MS001006191";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095846";"A";"Y";"";"Y";"";"777095846";"777000000";"FDB";"TMP13.2MS001006192";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095847";"A";"Y";"";"Y";"";"777095847";"777000000";"FDB";"TMP13.2MS001006200";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095848";"A";"Y";"";"Y";"";"777095848";"777000000";"FDB";"TMP13.2MS001006202";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095849";"A";"Y";"";"Y";"";"777095849";"777000000";"FDB";"TMP13.2MS001006203";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095850";"A";"Y";"";"Y";"";"777095850";"777000000";"FDB";"TMP13.2MS001006206";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095851";"A";"Y";"";"Y";"";"777095851";"777000000";"FDB";"TMP13.2MS001005402";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095852";"A";"Y";"";"Y";"";"777095852";"777000000";"FDB";"TMP13.2MS001005403";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095853";"A";"Y";"";"Y";"";"777095853";"777000000";"FDB";"TMP13.2MS001005405";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095854";"A";"Y";"";"Y";"";"777095854";"777000000";"FDB";"TMP13.2MS001005411";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095855";"A";"Y";"";"Y";"";"777095855";"777000000";"FDB";"TMP13.2MS001005414";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095856";"A";"Y";"";"Y";"";"777095856";"777000000";"FDB";"TMP13.2MS001005415";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095857";"A";"Y";"";"Y";"";"777095857";"777000000";"FDB";"TMP13.2MS001005416";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095858";"A";"Y";"";"Y";"";"777095858";"777000000";"FDB";"TMP13.2MS001005766";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095859";"A";"Y";"";"Y";"";"777095859";"777000000";"FDB";"TMP13.2MS001005971";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095860";"A";"Y";"";"Y";"";"777095860";"777000000";"FDB";"TMP13.2MS001005972";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095861";"A";"Y";"";"Y";"";"777095861";"777000000";"FDB";"TMP13.2MS001005978";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095862";"A";"Y";"";"Y";"";"777095862";"777000000";"FDB";"TMP13.2MS001005981";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095863";"A";"Y";"";"Y";"";"777095863";"777000000";"FDB";"TMP13.2MS001006297";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095864";"A";"Y";"";"Y";"";"777095864";"777000000";"FDB";"TMP13.2MS001006298";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095865";"A";"Y";"";"Y";"";"777095865";"777000000";"FDB";"TMP13.2MS001006302";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095866";"A";"Y";"";"Y";"";"777095866";"777000000";"FDB";"TMP13.2MS001006303";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095867";"A";"Y";"";"Y";"";"777095867";"777000000";"FDB";"TMP13.2MS001006308";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095868";"A";"Y";"";"Y";"";"777095868";"777000000";"FDB";"TMP13.2MS001006309";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095869";"A";"Y";"";"Y";"";"777095869";"777000000";"FDB";"TMP13.2MS001005467";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095870";"A";"Y";"";"Y";"";"777095870";"777000000";"FDB";"TMP13.2MS001005468";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095871";"A";"Y";"";"Y";"";"777095871";"777000000";"FDB";"TMP13.2MS001005775";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095872";"A";"Y";"";"Y";"";"777095872";"777000000";"FDB";"TMP13.2MS001005776";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095873";"A";"Y";"";"Y";"";"777095873";"777000000";"FDB";"TMP13.2MS001005778";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095874";"A";"Y";"";"Y";"";"777095874";"777000000";"FDB";"TMP13.2MS001005784";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095875";"A";"Y";"";"Y";"";"777095875";"777000000";"FDB";"TMP13.2MS001005986";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095876";"A";"Y";"";"Y";"";"777095876";"777000000";"FDB";"TMP13.2MS001005990";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095877";"A";"Y";"";"Y";"";"777095877";"777000000";"FDB";"TMP13.2MS001006212";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095878";"A";"Y";"";"Y";"";"777095878";"777000000";"FDB";"TMP13.2MS001006216";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095879";"A";"Y";"";"Y";"";"777095879";"777000000";"FDB";"TMP13.2MS001006222";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095880";"A";"Y";"";"Y";"";"777095880";"777000000";"FDB";"TMP13.2MS001005483";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095881";"A";"Y";"";"Y";"";"777095881";"777000000";"FDB";"TMP13.2MS001005486";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095882";"A";"Y";"";"Y";"";"777095882";"777000000";"FDB";"TMP13.2MS001005495";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095883";"A";"Y";"";"Y";"";"777095883";"777000000";"FDB";"TMP13.2MS001005496";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095884";"A";"Y";"";"Y";"";"777095884";"777000000";"FDB";"TMP13.2MS001005500";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095885";"A";"Y";"";"Y";"";"777095885";"777000000";"FDB";"TMP13.2MS001005791";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095886";"A";"Y";"";"Y";"";"777095886";"777000000";"FDB";"TMP13.2MS001005792";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095887";"A";"Y";"";"Y";"";"777095887";"777000000";"FDB";"TMP13.2MS001005793";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095888";"A";"Y";"";"Y";"";"777095888";"777000000";"FDB";"TMP13.2MS001005794";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095889";"A";"Y";"";"Y";"";"777095889";"777000000";"FDB";"TMP13.2MS001005795";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095890";"A";"Y";"";"Y";"";"777095890";"777000000";"FDB";"TMP13.2MS001005796";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095891";"A";"Y";"";"Y";"";"777095891";"777000000";"FDB";"TMP13.2MS001005798";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095892";"A";"Y";"";"Y";"";"777095892";"777000000";"FDB";"TMP13.2MS001005799";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095893";"A";"Y";"";"Y";"";"777095893";"777000000";"FDB";"TMP13.2MS001005800";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095894";"A";"Y";"";"Y";"";"777095894";"777000000";"FDB";"TMP13.2MS001005457";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095895";"A";"Y";"";"Y";"";"777095895";"777000000";"FDB";"TMP13.2MS001005458";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095896";"A";"Y";"";"Y";"";"777095896";"777000000";"FDB";"TMP13.2MS001005461";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095897";"A";"Y";"";"Y";"";"777095897";"777000000";"FDB";"TMP13.2MS001005464";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095898";"A";"Y";"";"Y";"";"777095898";"777000000";"FDB";"TMP13.2MS001005469";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095899";"A";"Y";"";"Y";"";"777095899";"777000000";"FDB";"TMP13.2MS001005770";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095900";"A";"Y";"";"Y";"";"777095900";"777000000";"FDB";"TMP13.2MS001005777";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095901";"A";"Y";"";"Y";"";"777095901";"777000000";"FDB";"TMP13.2MS001005779";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095902";"A";"Y";"";"Y";"";"777095902";"777000000";"FDB";"TMP13.2MS001005780";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095903";"A";"Y";"";"Y";"";"777095903";"777000000";"FDB";"TMP13.2MS001005785";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095904";"A";"Y";"";"Y";"";"777095904";"777000000";"FDB";"TMP13.2MS001005786";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095905";"A";"Y";"";"Y";"";"777095905";"777000000";"FDB";"TMP13.2MS001005987";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095906";"A";"Y";"";"Y";"";"777095906";"777000000";"FDB";"TMP13.2MS001005989";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095907";"A";"Y";"";"Y";"";"777095907";"777000000";"FDB";"TMP13.2MS001005992";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095908";"A";"Y";"";"Y";"";"777095908";"777000000";"FDB";"TMP13.2MS001005995";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095909";"A";"Y";"";"Y";"";"777095909";"777000000";"FDB";"TMP13.2MS001006210";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095910";"A";"Y";"";"Y";"";"777095910";"777000000";"FDB";"TMP13.2MS001006214";"GB";"10"
"ALLERGY.CODE_ALLERGY.777095911";"A";"Y";"";"Y";"";"777095911";"777000000";"FDB";"TMP13.2MS001006219";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097202";"A";"Y";"";"Y";"";"777097202";"777000000";"FDB";"TMP13.2MS001008429";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097203";"A";"Y";"";"Y";"";"777097203";"777000000";"FDB";"TMP13.2MS001008438";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097204";"A";"Y";"";"Y";"";"777097204";"777000000";"FDB";"TMP13.2MS001008444";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097205";"A";"Y";"";"Y";"";"777097205";"777000000";"FDB";"TMP13.2MS001007369";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097206";"A";"Y";"";"Y";"";"777097206";"777000000";"FDB";"TMP13.2MS001007371";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097207";"A";"Y";"";"Y";"";"777097207";"777000000";"FDB";"TMP13.2MS001007377";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097208";"A";"Y";"";"Y";"";"777097208";"777000000";"FDB";"TMP13.2MS001007821";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097209";"A";"Y";"";"Y";"";"777097209";"777000000";"FDB";"TMP13.2MS001007824";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097210";"A";"Y";"";"Y";"";"777097210";"777000000";"FDB";"TMP13.2MS001007825";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097211";"A";"Y";"";"Y";"";"777097211";"777000000";"FDB";"TMP13.2MS001007830";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097212";"A";"Y";"";"Y";"";"777097212";"777000000";"FDB";"TMP13.2MS001007832";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097213";"A";"Y";"";"Y";"";"777097213";"777000000";"FDB";"TMP13.2MS001007835";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097214";"A";"Y";"";"Y";"";"777097214";"777000000";"FDB";"TMP13.2MS001007836";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097215";"A";"Y";"";"Y";"";"777097215";"777000000";"FDB";"TMP13.2MS001007802";"GB";"10"
"ALLERGY.CODE_ALLERGY.777097216";"A";"Y";"";"Y";"";"777097216";"777000000";"FDB";"TMP13.2MS001008463";"GB";"10"
