"60";"506";"41";"Y";"128";"N";"Y"
"61";"506";"42";"Y";"128";"N";"Y"
"62";"506";"43";"Y";"128";"N";"Y"
"63";"506";"37";"N";"";"";"N"
"65";"507";"35";"N";"320";"";"N"
"66";"507";"36";"N";"192";"";"N"
"67";"507";"39";"Y";"128";"N";"Y"
"68";"507";"40";"Y";"128";"N";"Y"
"69";"507";"41";"Y";"128";"N";"Y"
"70";"507";"42";"Y";"128";"N";"Y"
"71";"507";"43";"Y";"128";"N";"Y"
"72";"507";"37";"N";"";"";"N"
"83";"34";"9";"N";"";"Y";"N"
"84";"34";"84";"Y";"128";"N";"N"
"89";"34";"3";"N";"192";"Y";"N"
"90";"34";"2";"N";"128";"Y";"N"
"92";"33";"9";"Y";"";"Y";"N"
"98";"33";"3";"Y";"192";"Y";"N"
"99";"33";"2";"Y";"128";"Y";"N"
"101";"35";"12";"Y";"128";"N";"Y"
"102";"35";"13";"Y";"128";"N";"Y"
"103";"35";"14";"Y";"128";"N";"Y"
"105";"35";"16";"Y";"128";"N";"Y"
"106";"35";"17";"Y";"128";"N";"Y"
"107";"35";"18";"Y";"128";"N";"Y"
"126";"10";"12";"Y";"128";"N";"Y"
"127";"10";"13";"Y";"128";"N";"Y"
"128";"10";"14";"Y";"128";"N";"Y"
"130";"10";"16";"Y";"128";"N";"Y"
"131";"10";"17";"Y";"128";"N";"Y"
"132";"10";"18";"Y";"128";"N";"Y"
"133";"10";"4";"Y";"128";"N";"Y"
"134";"10";"5";"Y";"128";"N";"Y"
"135";"10";"31";"Y";"128";"N";"Y"
"136";"10";"32";"Y";"128";"N";"Y"
"137";"10";"33";"Y";"128";"N";"Y"
"138";"10";"22";"Y";"";"";"N"
"139";"16";"22";"Y";"";"";"N"
"140";"10";"23";"Y";"";"";"N"
"141";"16";"23";"Y";"";"";"N"
"142";"10";"24";"Y";"";"";"N"
"143";"16";"24";"Y";"";"";"N"
"144";"10";"25";"Y";"";"";"N"
"145";"16";"25";"Y";"";"";"N"
"146";"10";"26";"Y";"192";"";"N"
"147";"10";"27";"Y";"192";"";"N"
"148";"10";"28";"Y";"192";"";"N"
"154";"10";"44";"Y";"576";"";"N"
"155";"10";"45";"Y";"320";"";"N"
"156";"10";"46";"Y";"320";"";"N"
"157";"10";"371";"Y";"320";"Y";"N"
"158";"16";"371";"N";"320";"Y";"N"
"159";"10";"49";"Y";"";"Y";"N"
"160";"16";"49";"N";"";"Y";"N"
"161";"10";"50";"Y";"64";"";"N"
"162";"16";"50";"Y";"64";"";"N"
"163";"10";"51";"Y";"64";"";"N"
"164";"16";"51";"Y";"64";"";"N"
"165";"10";"52";"Y";"64";"";"N"
"166";"16";"52";"Y";"64";"";"N"
"167";"10";"53";"Y";"64";"";"N"
"168";"16";"53";"Y";"64";"";"N"
"169";"10";"54";"Y";"64";"";"N"
"170";"16";"54";"Y";"64";"";"N"
"171";"10";"55";"Y";"64";"";"N"
"172";"16";"55";"Y";"64";"";"N"
"173";"10";"56";"Y";"64";"";"N"
"174";"16";"56";"Y";"64";"";"N"
"175";"10";"57";"Y";"64";"";"N"
"176";"16";"57";"Y";"64";"";"N"
"177";"10";"58";"Y";"64";"";"N"
"178";"16";"58";"Y";"64";"";"N"
"179";"10";"59";"Y";"64";"";"N"
"180";"16";"59";"Y";"64";"";"N"
"181";"10";"60";"Y";"64";"";"N"
"182";"16";"60";"Y";"64";"";"N"
"183";"10";"61";"Y";"64";"";"N"
"184";"16";"61";"Y";"64";"";"N"
"185";"10";"62";"Y";"64";"";"N"
"186";"16";"62";"Y";"64";"";"N"
"187";"10";"63";"Y";"64";"";"N"
"188";"16";"63";"Y";"64";"";"N"
"189";"10";"64";"Y";"64";"";"N"
"191";"10";"65";"Y";"64";"";"N"
"192";"16";"65";"Y";"64";"";"N"
"199";"16";"64";"Y";"64";"";"N"
"200";"10";"372";"Y";"192";"Y";"N"
"201";"16";"372";"Y";"192";"Y";"N"
"202";"600";"67";"Y";"128";"N";"Y"
"203";"600";"68";"Y";"128";"N";"Y"
"204";"600";"69";"Y";"128";"N";"Y"
"206";"600";"70";"Y";"128";"N";"Y"
"207";"600";"71";"Y";"128";"N";"Y"
"208";"600";"72";"Y";"128";"N";"Y"
"209";"600";"73";"Y";"128";"N";"Y"
"210";"600";"74";"Y";"128";"N";"Y"
"211";"600";"75";"Y";"128";"N";"Y"
"212";"600";"76";"Y";"128";"N";"Y"
"213";"600";"77";"Y";"128";"N";"Y"
"214";"605";"67";"Y";"128";"N";"Y"
"215";"605";"68";"Y";"128";"N";"Y"
"216";"605";"69";"Y";"128";"N";"Y"
"218";"605";"70";"Y";"128";"N";"Y"
"219";"605";"71";"Y";"128";"N";"Y"
"220";"605";"72";"Y";"128";"N";"Y"
"221";"605";"73";"Y";"128";"N";"Y"
"222";"605";"74";"Y";"128";"N";"Y"
"223";"605";"75";"Y";"128";"N";"Y"
"224";"605";"76";"Y";"128";"N";"Y"
"225";"605";"77";"Y";"128";"N";"Y"
"226";"610";"67";"Y";"128";"N";"N"
"227";"610";"68";"Y";"128";"N";"N"
"228";"610";"69";"Y";"128";"N";"N"
"230";"610";"70";"Y";"128";"N";"N"
"231";"610";"71";"Y";"128";"N";"N"
"232";"610";"72";"Y";"128";"N";"N"
"233";"610";"73";"Y";"128";"N";"Y"
"234";"610";"74";"Y";"128";"N";"N"
"235";"610";"75";"Y";"128";"N";"N"
"236";"610";"76";"Y";"128";"N";"N"
"237";"610";"77";"Y";"128";"N";"N"
"238";"615";"67";"Y";"128";"N";"N"
"239";"615";"68";"Y";"128";"N";"N"
"240";"615";"69";"Y";"128";"N";"N"
"242";"615";"70";"Y";"128";"N";"N"
"243";"615";"71";"Y";"128";"N";"N"
"244";"615";"72";"Y";"128";"N";"N"
"245";"615";"73";"Y";"128";"N";"Y"
"246";"615";"74";"Y";"128";"N";"N"
"247";"615";"75";"Y";"128";"N";"N"
"248";"615";"76";"Y";"128";"N";"N"
"249";"615";"77";"Y";"128";"N";"N"
"250";"33";"98";"Y";"128";"N";"Y"
"251";"33";"79";"Y";"128";"N";"Y"
"252";"33";"80";"Y";"128";"N";"Y"
"253";"33";"81";"Y";"128";"N";"Y"
"254";"33";"82";"Y";"128";"N";"Y"
"255";"33";"83";"Y";"128";"N";"Y"
"256";"33";"84";"Y";"128";"N";"Y"
"257";"33";"85";"Y";"128";"N";"Y"
"258";"33";"86";"Y";"128";"N";"Y"
"259";"33";"87";"Y";"128";"N";"Y"
"260";"33";"88";"Y";"128";"N";"Y"
"261";"34";"98";"Y";"128";"N";"N"
"262";"34";"79";"Y";"128";"N";"N"
"263";"34";"80";"Y";"128";"N";"N"
"264";"34";"81";"Y";"128";"N";"N"
"265";"34";"82";"Y";"128";"N";"N"
"266";"34";"83";"Y";"128";"N";"N"
"268";"34";"85";"Y";"128";"N";"N"
"269";"34";"86";"Y";"128";"N";"N"
"270";"34";"87";"Y";"128";"N";"N"
"271";"34";"88";"Y";"128";"N";"N"
"272";"16";"12";"Y";"128";"N";"Y"
"273";"16";"13";"Y";"128";"N";"Y"
"274";"16";"14";"Y";"128";"N";"Y"
"275";"16";"16";"Y";"128";"N";"Y"
"276";"16";"17";"Y";"128";"N";"Y"
"277";"16";"18";"Y";"128";"N";"Y"
"278";"16";"33";"Y";"128";"N";"Y"
"279";"16";"31";"Y";"128";"N";"Y"
"280";"16";"4";"Y";"128";"N";"N"
"281";"16";"5";"Y";"128";"N";"N"
"282";"16";"32";"Y";"128";"N";"Y"
"283";"16";"26";"Y";"192";"";"N"
"284";"16";"27";"Y";"192";"";"N"
"285";"16";"28";"Y";"192";"";"N"
"286";"16";"44";"Y";"576";"";"N"
"287";"16";"45";"Y";"320";"";"N"
"288";"16";"46";"N";"320";"";"N"
"289";"100";"89";"Y";"64";"N";"Y"
"290";"100";"90";"Y";"64";"N";"Y"
"291";"100";"91";"Y";"64";"N";"Y"
"292";"100";"92";"Y";"64";"N";"Y"
"293";"100";"93";"Y";"64";"N";"Y"
"294";"100";"94";"Y";"64";"N";"Y"
"295";"100";"95";"Y";"64";"N";"Y"
"296";"100";"96";"Y";"64";"N";"Y"
"297";"100";"97";"Y";"64";"N";"Y"
"298";"103";"89";"Y";"64";"N";"N"
"299";"103";"90";"Y";"64";"N";"N"
"300";"103";"91";"Y";"64";"N";"N"
"301";"103";"92";"Y";"64";"N";"N"
"302";"103";"93";"Y";"64";"N";"N"
"303";"103";"94";"Y";"64";"N";"N"
"304";"103";"95";"Y";"64";"N";"N"
"305";"103";"96";"Y";"64";"N";"N"
"306";"103";"97";"Y";"64";"N";"N"
"307";"105";"89";"Y";"64";"N";"Y"
"308";"105";"90";"Y";"64";"N";"Y"
"309";"105";"91";"Y";"64";"N";"Y"
"310";"105";"92";"Y";"64";"N";"Y"
"311";"105";"93";"Y";"64";"N";"Y"
"312";"105";"94";"Y";"64";"N";"Y"
"313";"105";"95";"Y";"64";"N";"Y"
"314";"105";"96";"Y";"64";"N";"Y"
"315";"105";"97";"Y";"64";"N";"Y"
"316";"640";"67";"Y";"128";"N";"N"
"317";"640";"68";"Y";"128";"N";"N"
"318";"640";"69";"Y";"128";"N";"N"
"319";"640";"70";"Y";"128";"N";"N"
"320";"640";"71";"Y";"128";"N";"N"
"321";"640";"72";"Y";"128";"N";"N"
"322";"640";"73";"Y";"128";"N";"Y"
"323";"640";"74";"Y";"128";"N";"N"
"324";"640";"75";"Y";"128";"N";"N"
"325";"640";"76";"Y";"128";"N";"N"
"326";"640";"77";"Y";"128";"N";"N"
"327";"645";"67";"Y";"128";"N";"N"
"328";"645";"68";"Y";"128";"N";"N"
"329";"645";"69";"Y";"128";"N";"N"
"330";"645";"70";"Y";"128";"N";"N"
"331";"645";"71";"Y";"128";"N";"N"
"332";"645";"72";"Y";"128";"N";"N"
"333";"645";"73";"Y";"128";"N";"Y"
"334";"645";"74";"Y";"128";"N";"N"
"335";"645";"75";"Y";"128";"N";"N"
"336";"645";"76";"Y";"128";"N";"N"
"337";"645";"77";"Y";"128";"N";"N"
"338";"100";"99";"Y";"64";"N";"Y"
"339";"103";"99";"Y";"64";"N";"N"
"340";"105";"99";"Y";"64";"N";"Y"
"341";"450";"100";"Y";"128";"N";"Y"
"342";"450";"101";"Y";"128";"N";"Y"
"343";"450";"102";"Y";"128";"N";"Y"
"344";"450";"103";"Y";"128";"N";"Y"
"345";"450";"104";"Y";"128";"N";"Y"
"346";"451";"100";"Y";"128";"N";"Y"
"347";"451";"101";"Y";"128";"N";"Y"
"348";"451";"102";"Y";"128";"N";"Y"
"349";"451";"103";"Y";"128";"N";"Y"
"350";"451";"104";"Y";"128";"N";"Y"
"352";"508";"42";"Y";"128";"N";"Y"
"353";"508";"40";"Y";"128";"N";"Y"
"354";"508";"41";"Y";"128";"N";"Y"
"355";"508";"39";"Y";"128";"N";"Y"
"356";"21";"105";"N";"128";"N";"N"
"357";"21";"106";"N";"128";"N";"N"
"358";"21";"107";"N";"128";"N";"N"
"359";"21";"108";"N";"128";"N";"N"
"360";"22";"109";"N";"128";"N";"N"
"361";"22";"110";"N";"128";"N";"N"
"362";"22";"111";"N";"128";"N";"N"
"363";"22";"112";"N";"128";"N";"N"
"364";"29";"113";"N";"128";"N";"N"
"365";"29";"114";"N";"128";"N";"N"
"366";"36";"12";"Y";"128";"N";"Y"
"367";"36";"13";"Y";"128";"N";"Y"
"368";"36";"14";"Y";"128";"N";"N"
"370";"36";"16";"Y";"128";"N";"N"
"371";"36";"17";"Y";"128";"N";"Y"
"372";"36";"18";"Y";"128";"N";"Y"
"373";"505";"12";"Y";"128";"N";"N"
"374";"505";"13";"Y";"128";"N";"N"
"375";"505";"14";"Y";"128";"N";"N"
"377";"505";"16";"Y";"128";"N";"N"
"378";"505";"17";"Y";"128";"N";"N"
"379";"505";"18";"Y";"128";"N";"N"
"380";"506";"12";"Y";"128";"N";"Y"
"381";"506";"13";"Y";"128";"N";"Y"
"382";"506";"14";"Y";"128";"N";"N"
"384";"506";"16";"Y";"128";"N";"N"
"385";"506";"17";"Y";"128";"N";"Y"
"386";"506";"18";"Y";"128";"N";"Y"
"387";"507";"12";"Y";"128";"N";"Y"
"388";"507";"13";"Y";"128";"N";"Y"
"389";"507";"14";"Y";"128";"N";"N"
"391";"507";"16";"Y";"128";"N";"N"
"392";"507";"17";"Y";"128";"N";"Y"
"393";"507";"18";"Y";"128";"N";"Y"
"394";"508";"12";"Y";"128";"N";"Y"
"395";"508";"13";"Y";"128";"N";"Y"
"396";"508";"14";"Y";"128";"N";"Y"
"398";"508";"16";"Y";"128";"N";"Y"
"399";"508";"17";"Y";"128";"N";"Y"
"400";"508";"18";"Y";"128";"N";"Y"
"401";"509";"12";"Y";"128";"N";"N"
"402";"509";"13";"Y";"128";"N";"N"
"403";"509";"14";"Y";"128";"N";"N"
"405";"509";"16";"Y";"128";"N";"N"
"406";"509";"17";"Y";"128";"N";"N"
"407";"509";"18";"Y";"128";"N";"N"
"408";"508";"43";"Y";"128";"N";"Y"
"409";"509";"43";"Y";"128";"N";"Y"
"410";"509";"42";"Y";"128";"N";"Y"
"411";"509";"39";"Y";"128";"N";"Y"
"412";"509";"41";"Y";"128";"N";"Y"
"413";"509";"40";"Y";"128";"N";"Y"
"415";"420";"37";"Y";"";"Y";"N"
"416";"420";"8";"Y";"128";"N";"Y"
"417";"420";"7";"Y";"128";"N";"Y"
"418";"420";"6";"Y";"128";"N";"Y"
"419";"420";"5";"Y";"128";"N";"Y"
"420";"420";"4";"Y";"128";"N";"Y"
"421";"420";"3";"Y";"192";"Y";"N"
"422";"420";"311";"Y";"128";"Y";"N"
"423";"420";"1";"Y";"128";"";"N"
"444";"33";"26";"Y";"192";"";"N"
"445";"34";"26";"Y";"192";"";"N"
"446";"33";"27";"Y";"192";"";"N"
"447";"34";"27";"Y";"192";"";"N"
"448";"33";"28";"Y";"192";"";"N"
"449";"34";"28";"Y";"192";"";"N"
"450";"33";"50";"Y";"64";"";"N"
"451";"34";"50";"N";"64";"";"N"
"452";"33";"51";"Y";"64";"";"N"
"453";"34";"51";"N";"64";"";"N"
"454";"33";"52";"Y";"64";"";"N"
"455";"34";"52";"N";"64";"";"N"
"456";"33";"53";"Y";"64";"";"N"
"457";"34";"53";"N";"64";"";"N"
"458";"33";"54";"Y";"64";"";"N"
"459";"34";"54";"N";"64";"";"N"
"460";"33";"55";"Y";"64";"";"N"
"461";"34";"55";"N";"64";"";"N"
"462";"33";"56";"Y";"64";"";"N"
"463";"34";"56";"N";"64";"";"N"
"464";"33";"57";"Y";"64";"";"N"
"465";"34";"57";"N";"64";"";"N"
"466";"33";"58";"Y";"64";"";"N"
"467";"34";"58";"N";"64";"";"N"
"468";"33";"59";"Y";"64";"";"N"
"469";"34";"59";"N";"64";"";"N"
"470";"33";"60";"Y";"64";"";"N"
"471";"34";"60";"N";"64";"";"N"
"472";"33";"61";"Y";"64";"";"N"
"473";"34";"61";"N";"64";"";"N"
"474";"33";"62";"Y";"64";"";"N"
"475";"34";"62";"N";"64";"";"N"
"476";"33";"63";"Y";"64";"";"N"
"477";"34";"63";"N";"64";"";"N"
"478";"33";"64";"Y";"64";"";"N"
"479";"34";"64";"N";"64";"";"N"
"480";"33";"65";"Y";"64";"";"N"
"481";"34";"65";"N";"64";"";"N"
"482";"33";"22";"Y";"";"";"N"
"483";"34";"22";"Y";"";"";"N"
"484";"33";"23";"Y";"";"";"N"
"485";"34";"23";"Y";"";"";"N"
"486";"33";"24";"Y";"";"";"N"
"487";"34";"24";"Y";"";"";"N"
"488";"33";"25";"Y";"";"";"N"
"489";"34";"25";"Y";"";"";"N"
"490";"33";"45";"Y";"576";"";"N"
"491";"34";"45";"Y";"576";"";"N"
"492";"33";"371";"Y";"320";"Y";"N"
"493";"34";"371";"N";"320";"Y";"N"
"494";"33";"372";"Y";"192";"Y";"N"
"495";"34";"372";"N";"192";"Y";"N"
"496";"33";"49";"Y";"";"Y";"N"
"497";"34";"49";"N";"";"Y";"N"
"502";"35";"45";"Y";"576";"";"N"
"503";"508";"45";"Y";"576";"";"N"
"504";"36";"45";"Y";"576";"";"N"
"505";"505";"45";"Y";"576";"";"N"
"506";"506";"45";"Y";"576";"";"N"
"507";"507";"45";"Y";"576";"";"N"
"508";"509";"45";"Y";"576";"";"N"
"509";"33";"46";"Y";"192";"";"N"
"510";"34";"46";"N";"192";"";"N"
"511";"508";"371";"Y";"320";"Y";"N"
"512";"508";"372";"Y";"192";"Y";"N"
"514";"509";"371";"N";"320";"N";"N"
"515";"509";"372";"N";"192";"N";"N"
"518";"508";"49";"Y";"";"Y";"N"
"520";"509";"49";"N";"";"N";"N"
"521";"33";"115";"Y";"576";"";"N"
"522";"34";"115";"N";"576";"";"N"
"523";"400";"115";"Y";"576";"";"N"
"528";"420";"115";"Y";"576";"";"N"
"529";"35";"115";"Y";"576";"";"N"
"530";"36";"115";"Y";"576";"";"N"
"531";"505";"115";"Y";"576";"";"N"
"532";"506";"115";"Y";"576";"";"N"
"533";"507";"115";"Y";"576";"";"N"
"534";"508";"115";"Y";"576";"";"N"
"535";"509";"115";"Y";"576";"";"N"
"536";"508";"28";"Y";"192";"";"N"
"537";"508";"27";"Y";"192";"";"N"
"538";"508";"26";"Y";"192";"";"N"
"539";"509";"27";"Y";"192";"";"N"
"540";"509";"26";"Y";"192";"";"N"
"541";"509";"28";"Y";"192";"";"N"
"542";"508";"46";"Y";"576";"";"N"
"543";"509";"46";"N";"576";"";"N"
"544";"508";"56";"Y";"64";"";"N"
"545";"508";"57";"Y";"64";"";"N"
"546";"508";"55";"Y";"64";"";"N"
"547";"508";"63";"Y";"64";"";"N"
"548";"508";"62";"Y";"64";"";"N"
"549";"508";"61";"Y";"64";"";"N"
"550";"508";"60";"Y";"64";"";"N"
"551";"508";"58";"Y";"64";"";"N"
"552";"508";"59";"Y";"64";"";"N"
"553";"508";"51";"Y";"64";"";"N"
"554";"508";"52";"Y";"64";"";"N"
"555";"508";"65";"Y";"64";"";"N"
"556";"508";"53";"Y";"64";"";"N"
"557";"508";"54";"Y";"64";"";"N"
"558";"508";"50";"Y";"64";"";"N"
"559";"508";"64";"Y";"64";"";"N"
"560";"509";"65";"N";"64";"";"N"
"561";"509";"61";"N";"64";"";"N"
"562";"509";"63";"N";"64";"";"N"
"563";"509";"62";"N";"64";"";"N"
"564";"509";"64";"N";"64";"";"N"
"565";"509";"60";"N";"64";"";"N"
"566";"509";"53";"N";"64";"";"N"
"567";"509";"54";"N";"64";"";"N"
"568";"509";"52";"N";"64";"";"N"
"569";"509";"50";"N";"64";"";"N"
"570";"509";"51";"N";"64";"";"N"
"571";"509";"58";"N";"64";"";"N"
"572";"509";"59";"N";"64";"";"N"
"573";"509";"57";"N";"64";"";"N"
"574";"509";"55";"N";"64";"";"N"
"575";"509";"56";"N";"64";"";"N"
"576";"640";"115";"N";"576";"";"N"
"577";"605";"115";"Y";"576";"";"N"
"578";"615";"115";"N";"576";"";"N"
"579";"645";"115";"N";"576";"";"N"
"580";"3";"115";"Y";"576";"";"N"
"581";"103";"115";"N";"576";"";"N"
"582";"100";"115";"Y";"576";"";"N"
"583";"16";"115";"Y";"576";"";"N"
"584";"600";"115";"Y";"576";"";"N"
"585";"610";"115";"N";"576";"";"N"
"586";"405";"115";"Y";"576";"";"N"
"587";"500";"115";"Y";"576";"";"N"
"588";"501";"115";"Y";"576";"";"N"
"589";"10";"115";"Y";"576";"";"N"
"590";"1";"115";"Y";"576";"";"N"
"591";"105";"115";"Y";"576";"";"N"
"593";"508";"24";"Y";"";"";"N"
"594";"508";"25";"Y";"";"";"N"
"595";"508";"23";"Y";"";"";"N"
"596";"508";"22";"Y";"";"";"N"
"597";"509";"25";"Y";"";"";"N"
"598";"509";"24";"Y";"";"";"N"
"599";"509";"23";"Y";"";"";"N"
"600";"509";"22";"Y";"";"";"N"
"601";"10";"119";"Y";"";"";"N"
"602";"16";"119";"Y";"";"";"N"
"603";"33";"119";"Y";"";"";"N"
"604";"34";"119";"Y";"";"";"N"
"605";"508";"119";"Y";"";"";"N"
"606";"509";"119";"Y";"";"";"N"
"607";"600";"120";"Y";"192";"Y";"N"
"608";"600";"121";"Y";"192";"N";"N"
"609";"600";"122";"Y";"192";"Y";"N"
"610";"605";"120";"Y";"192";"Y";"N"
"611";"605";"121";"Y";"192";"N";"N"
"612";"605";"122";"Y";"192";"Y";"N"
"613";"610";"120";"N";"192";"N";"N"
"614";"610";"121";"N";"192";"N";"N"
"615";"610";"122";"N";"192";"N";"N"
"616";"615";"120";"N";"192";"N";"N"
"617";"615";"121";"N";"192";"N";"N"
"618";"615";"122";"N";"192";"N";"N"
"619";"640";"120";"N";"192";"N";"N"
"620";"640";"121";"N";"192";"N";"N"
"621";"640";"122";"N";"192";"N";"N"
"622";"645";"120";"N";"192";"N";"N"
"623";"645";"121";"N";"192";"N";"N"
"624";"645";"122";"N";"192";"N";"N"
"643";"21";"123";"N";"64";"";"N"
"644";"21";"124";"N";"320";"";"N"
"645";"22";"125";"N";"64";"";"N"
"646";"22";"126";"N";"320";"";"N"
"647";"21";"127";"N";"";"Y";"N"
"648";"508";"37";"Y";"";"Y";"N"
"650";"509";"37";"N";"";"";"N"
"652";"35";"119";"Y";"";"";"N"
"653";"35";"22";"Y";"";"";"N"
"654";"35";"23";"Y";"";"";"N"
"655";"35";"24";"Y";"";"";"N"
"656";"35";"25";"Y";"";"";"N"
"657";"505";"119";"Y";"";"";"N"
"658";"505";"22";"Y";"";"";"N"
"659";"505";"23";"Y";"";"";"N"
"660";"505";"24";"Y";"";"";"N"
"661";"505";"25";"Y";"";"";"N"
"664";"403";"136";"Y";"128";"";"N"
"670";"454";"128";"N";"128";"";"N"
"671";"454";"1";"Y";"128";"";"N"
"680";"430";"265";"Y";"144";"";"N"
"681";"430";"266";"N";"144";"";"N"
"684";"430";"267";"Y";"144";"";"N"
"685";"430";"268";"N";"144";"";"N"
"700";"37";"180";"Y";"128";"Y";"N"
"701";"37";"235";"Y";"128";"Y";"N"
"702";"37";"236";"Y";"128";"Y";"N"
"703";"63";"180";"Y";"128";"Y";"N"
"704";"63";"235";"Y";"128";"Y";"N"
"705";"63";"236";"Y";"128";"Y";"N"
"706";"79";"180";"Y";"128";"Y";"N"
"707";"79";"235";"Y";"128";"Y";"N"
"708";"79";"236";"Y";"128";"Y";"N"
"709";"455";"180";"Y";"128";"Y";"N"
"710";"455";"235";"Y";"128";"Y";"N"
"711";"455";"236";"Y";"128";"Y";"N"
"712";"631";"180";"Y";"128";"Y";"N"
"713";"631";"235";"Y";"128";"Y";"N"
"714";"631";"236";"Y";"128";"Y";"N"
"715";"632";"180";"Y";"128";"Y";"N"
"716";"632";"235";"Y";"128";"Y";"N"
"717";"632";"236";"Y";"128";"Y";"N"
"718";"633";"180";"Y";"128";"Y";"N"
"719";"633";"235";"Y";"128";"Y";"N"
"720";"633";"236";"Y";"128";"Y";"N"
"721";"9980";"180";"N";"128";"Y";"N"
"722";"9980";"235";"N";"128";"Y";"N"
"723";"9980";"236";"N";"128";"Y";"N"
"750";"100";"350";"Y";"576";"";"N"
"751";"102";"350";"Y";"576";"";"N"
"752";"103";"350";"Y";"576";"";"N"
"753";"105";"350";"Y";"576";"";"N"
"754";"107";"350";"Y";"576";"";"N"
"755";"325";"350";"Y";"576";"";"N"
"756";"400";"350";"Y";"576";"";"N"
"758";"402";"350";"Y";"576";"";"N"
"759";"403";"350";"Y";"576";"";"N"
"760";"406";"350";"Y";"576";"";"N"
"764";"411";"350";"N";"576";"";"N"
"765";"412";"350";"Y";"576";"";"N"
"767";"420";"350";"Y";"576";"";"N"
"769";"426";"350";"Y";"576";"";"N"
"770";"430";"350";"Y";"576";"";"N"
"771";"432";"350";"Y";"576";"";"N"
"772";"433";"350";"Y";"576";"";"N"
"773";"436";"350";"Y";"576";"";"N"
"774";"450";"350";"Y";"576";"";"N"
"775";"451";"350";"Y";"576";"";"N"
"776";"452";"350";"Y";"576";"";"N"
"777";"455";"350";"Y";"576";"";"N"
"778";"600";"350";"Y";"576";"";"N"
"779";"601";"350";"Y";"576";"";"N"
"780";"605";"350";"Y";"576";"";"N"
"781";"610";"350";"Y";"576";"";"N"
"782";"615";"350";"Y";"576";"";"N"
"783";"620";"350";"Y";"576";"";"N"
"784";"630";"350";"Y";"576";"";"N"
"785";"631";"350";"Y";"576";"";"N"
"786";"635";"350";"Y";"576";"";"N"
"787";"640";"350";"Y";"576";"";"N"
"788";"645";"350";"Y";"576";"";"N"
"789";"3460";"350";"Y";"576";"";"N"
"790";"4460";"350";"Y";"576";"";"N"
"791";"110";"350";"Y";"576";"";"N"
"792";"111";"350";"Y";"576";"";"N"
"793";"113";"350";"Y";"576";"";"N"
"794";"114";"350";"Y";"576";"";"N"
"795";"115";"350";"Y";"576";"";"N"
"796";"116";"350";"Y";"576";"";"N"
"797";"117";"350";"Y";"576";"";"N"
"798";"119";"350";"Y";"576";"";"N"
"799";"120";"350";"Y";"576";"";"N"
"800";"131";"350";"Y";"576";"";"N"
"801";"132";"350";"Y";"576";"";"N"
"802";"133";"350";"Y";"576";"";"N"
"803";"170";"350";"Y";"576";"";"N"
"804";"171";"350";"Y";"576";"";"N"
"805";"172";"350";"Y";"576";"";"N"
"807";"440";"350";"Y";"576";"";"N"
"809";"446";"350";"Y";"576";"";"N"
"810";"460";"350";"Y";"576";"";"N"
"812";"466";"350";"Y";"576";"";"N"
"813";"602";"350";"Y";"576";"";"N"
"814";"603";"350";"Y";"576";"";"N"
"815";"606";"350";"Y";"576";"";"N"
"816";"607";"350";"Y";"576";"";"N"
